Name,Age,Level,Team,Pos,Avg Rank,BaGS,FScore,PG+,PL,STS
Konnor Griffin,19,AA,PIT,SS,3,10,2,1,1,1
Kevin McGonigle,20,AA,DET,SS,4.8,2,4,12,3,3
Munetaka Murakami,25,MLB,CHW,3B,5,,,,,5
Rainiel Rodriguez,18,A+,STL,C,11.4,7,16,17,13,4
Sal Stewart,21,MLB,CIN,2B,12.8,21,11,3,14,15
Eduardo Quintero,19,A+,LAD,CF,13.2,13,7,8,29,9
Aidan Miller,21,AAA,PHI,SS,14.4,29,6,5,5,27
Edward Florentino,18,A,PIT,CF,14.8,8,1,35,23,7
Jesus Made,18,AA,MIL,SS,19.2,36,14,11,2,33
Justin Crawford,21,AAA,PHI,CF,21,11,20,16,19,39
Walker Jenkins,20,AAA,MIN,CF,21.6,30,31,19,7,21
Jett Williams,21,AAA,MIL,SS,22.4,37,25,10,27,13
A.J. Ewing,20,AA,NYM,CF,26.399999999999995,20,32,23,11,46
Samuel Basallo,20,MLB,BAL,C,29,3,132,2,6,2
Sebastian Walcott,19,AA,TEX,SS,30.8,6,88,22,26,12
Nate George,19,A+,BAL,CF,33,48,3,43,51,20
Aron Estrada,20,AA,BAL,2B,34.6,63,18,46,28,18
JJ Wetherholt,22,AAA,STL,SS,36.4,28,84,21,21,28
Kendall George,20,A+,LAD,CF,37.6,25,22,29,39,73
Colt Emerson,19,AAA,SEA,SS,38.8,18,124,25,4,23
Dylan Beavers,23,MLB,BAL,RF,42.4,41,17,56,62,36
Jordan Lawlar,22,MLB,ARI,SS,45,24,10,62,75,54
Max Clark,20,AA,DET,CF,47.2,14,160,36,10,16
Hector Rodriguez,21,AAA,CIN,RF,47.2,95,12,18,53,58
Luis Pena,18,A+,MIL,SS,47.4,159,8,30,18,22
Ryan Clifford,21,AAA,NYM,1B,49.6,56,126,6,49,11
Moises Ballesteros,21,MLB,CHC,C,51.4,39,133,24,36,25
Carson Benge,22,AAA,NYM,CF,52.4,92,62,48,31,29
Owen Caissie,22,MLB,MIA,RF,54.2,52,51,34,108,26
Roldy Brito,18,A,COL,2B,54.2,9,28,83,94,57
Kazuma Okamoto,29,MLB,TOR,3B,55,,,,,55
Carter Jensen,21,MLB,KCR,C,56.2,33,162,14,48,24
Josue De Paula,20,AA,LAD,RF,56.2,40,138,44,16,43
Henry Bolte,21,AAA,ATH,RF,56.4,106,37,32,46,61
Caleb Bonemer,19,A+,CHW,SS,57,153,26,40,35,31
John Gil,19,AA,ATL,SS,60.2,115,39,20,8,119
William Bergolla,20,AA,CHW,2B,60.4,51,33,93,33,92
Deniel Ortiz,20,A+,STL,3B,62,67,9,54,100,80
Alfredo Duno,19,A,CIN,C,63.8,55,64,74,96,30
Ralphy Velazquez,20,AA,CLE,1B,64,44,153,28,42,53
Luis Lara,20,AA,MIL,CF,68,38,119,82,30,71
Michael Arroyo,20,AA,SEA,2B,68.8,59,183,39,44,19
Kemp Alderman,22,AAA,MIA,RF,69,53,58,33,139,62
Josue Briceno,20,AA,DET,C,69.2,17,271,31,17,10
Gabriel Gonzalez,21,AAA,MIN,RF,70.6,57,196,13,24,63
Joshua Baez,22,AA,STL,RF,71.8,152,5,41,43,118
Franklin Arias,19,AA,BOS,SS,72.8,141,80,61,45,37
Sam Antonacci,22,AA,CHW,2B,77.2,109,71,125,41,40
Bryce Eldridge,20,MLB,SFG,1B,79.75,12,250,,25,32
Adrian Santana,19,A+,TBR,SS,82,62,21,107,84,136
Luke Adams,21,AA,MIL,3B,83.4,46,176,158,20,17
Jefferson Rojas,20,AA,CHC,SS,84.8,134,81,81,38,90
Lazaro Montes,20,AA,SEA,RF,86.8,35,311,9,65,14
Eduardo Tait,18,A+,MIN,C,89.6,74,140,77,109,48
Aroon Escobar,20,AA,PHI,2B,91.4,174,109,42,54,78
Jadher Areinamo,21,AA,TBR,2B,93.6,130,61,53,98,126
Cooper Pratt,20,AA,MIL,SS,93.6,60,216,73,55,64
Spencer Jones,24,AAA,NYY,CF,96,104,35,86,181,74
Carson Williams,22,MLB,TBR,SS,96,245,19,47,131,38
Pedro Ramirez,21,AA,CHC,3B,96.8,72,98,114,80,120
Justin Gonzales,18,A+,BOS,1B,97,111,110,140,64,60
C.J. Kayfus,23,MLB,CLE,1B,99.6,85,60,155,149,49
Kahlil Watson,22,AAA,CLE,2B,104.8,144,108,90,95,87
Zyhir Hope,20,AA,LAD,LF,105.6,68,259,45,50,106
Dante Nori,20,AA,PHI,CF,105.6,165,46,55,40,222
Zach Ehrhard,22,AA,LAD,RF,108.2,88,135,88,69,161
Abimelec Ortiz,23,AAA,WSN,1B,108.4,166,66,79,165,66
Brice Matthews,23,MLB,HOU,SS,109.4,91,114,98,174,70
Esmerlyn Valdez,21,AA,PIT,1B,116.2,138,246,38,73,86
Ryan Waldschmidt,22,AA,ARI,LF,119.8,199,165,65,102,68
Emmanuel Rodriguez,22,AAA,MIN,CF,120.6,70,123,321,81,8
Juneiker Caceres,17,A,CLE,RF,123,87,168,195,,42
Chase DeLauter,23,AAA,CLE,RF,127.5,,208,,,47
Jhostynxon Garcia,22,MLB,PIT,CF,128.4,195,166,51,142,88
Mikey Romero,21,AAA,BOS,SS,129.2,133,237,49,111,116
Aidan Smith,20,A+,TBR,CF,129.4,100,101,101,232,113
Jesus Rodriguez,23,AAA,SFG,C,129.4,73,93,157,145,179
Jeferson Quero,22,AAA,MIL,C,133,103,242,123,92,105
Hao-Yu  Lee,22,AAA,DET,2B,133.8,69,369,72,103,56
Tre' Morgan,22,AAA,TBR,1B,134.4,143,152,148,138,91
George Lombard Jr.,20,AA,NYY,SS,134.6,23,436,68,32,114
Kala'i Rosario,22,AA,MIN,RF,135,137,213,58,171,96
Austin Overn,22,AA,TBR,CF,135.6,288,27,95,76,192
Termarr Johnson,21,AA,PIT,2B,135.8,184,148,137,125,85
Ryan Bliss,25,MLB,SEA,2B,136,,13,,,259
Kaelen Culpepper,22,AA,MIN,SS,136.4,183,209,78,110,102
Hendry Mendez,21,AA,MIN,LF,137.6,49,380,100,60,99
Demetrio Crisantes,20,A+,ARI,2B,138.25,61,59,338,,95
Harry Ford,22,MLB,WSN,C,141.2,31,488,50,70,67
Bo Davidson,22,AA,SFG,LF,142.6,146,116,109,234,108
Arjun Nimmala,19,A+,TOR,SS,142.6,86,263,102,155,107
Kevin Alcantara,22,MLB,CHC,RF,143.4,173,248,75,128,93
Josh Adamczewski,20,A+,MIL,SS,147.2,301,67,182,59,127
Jacob Reimer,21,AA,NYM,3B,147.6,43,534,64,47,50
Carlos Gutierrez,20,A,SFG,LF,152.4,54,181,265,113,149
Roc Riggio,23,AA,COL,2B,153.8,147,89,199,201,133
Cristofer Torin,20,AA,ARI,SS,154.4,75,339,92,37,229
Joe Mack,22,AAA,MIA,C,155.2,47,379,59,133,158
Theo Gillen,19,A,TBR,CF,155.8,64,374,181,57,103
Jeral Perez,20,A+,CHW,2B,156.6,101,353,71,189,69
Jhonny Level,18,A,SFG,SS,157.25,135,297,103,,94
Alfonsin Rosario,21,AA,CLE,CF,158.6,233,206,70,93,191
Travis Bazzana,22,AAA,CLE,2B,159,93,320,132,68,182
Jonathon Long,23,AAA,CHC,1B,160,161,384,80,123,52
Rece Hinds,24,MLB,CIN,RF,168.6,238,29,124,375,77
Brendan Jones,23,AA,MIA,CF,169.2,319,53,204,135,135
Jhocsuanth Vargas,18,A+,TEX,C,171,,,,,171
Marcelo Mayer,22,MLB,BOS,SS,171.4,80,454,188,91,44
Eric Hartman,19,A,ATL,CF,171.4,160,48,222,126,301
Joseph Sullivan,22,AA,HOU,CF,171.8,340,96,108,130,185
Isaiah Drake,19,A+,ATL,CF,173,131,82,91,156,405
Maxton Martin,20,A+,TEX,CF,175.8,198,156,113,117,295
Nelson Rada,19,AAA,LAA,CF,177.4,19,787,7,9,65
Braylon Payne,18,A,MIL,CF,177.6,186,97,202,262,141
Jesus Baez,20,A+,STL,SS,178.6,214,212,153,175,139
Alex Freeland,23,MLB,LAD,SS,179.2,105,324,116,200,151
Nick Morabito,22,AA,NYM,CF,179.8,221,131,190,134,223
Cameron Cauley,22,AA,TEX,SS,181.2,122,70,141,253,320
Sam Petersen,22,A+,WSN,LF,181.8,145,92,354,168,150
Junior Perez,23,AAA,ATH,CF,185.25,222,,52,231,236
Jansel Luis,20,A+,ARI,SS,185.6,94,150,168,248,268
Esmil Valencia,19,A,MIA,CF,187.2,185,15,99,429,208
Bruin Agbayani,18,A,MIN,2B,189,,,,,189
Denzer Guzman,21,MLB,LAA,SS,189.6,118,444,26,52,308
Fenwick Trimble,22,AA,MIA,CF,190.2,162,225,236,112,216
James Triantos,22,AAA,CHC,2B,191.4,344,85,131,202,195
Hayden Alvarez,18,A,LAA,CF,193.25,116,422,118,,117
Tommy Hawke,22,A+,CLE,LF,196,286,65,239,83,307
Blaze Jordan,22,AAA,STL,3B,197,167,591,57,89,81
Dax Kilby,18,A,NYY,SS,197,5,546,192,,45
Deyvison De Los Santos,22,AAA,MIA,1B,198.2,226,316,139,226,84
Nate Furman,23,AA,SFG,2B,199.5,34,286,311,,167
Yohendrick Pinango,23,AAA,TOR,LF,200.6,211,335,147,106,204
Brandon Winokur,20,A+,MIN,CF,201.4,235,120,106,320,226
Xavier Isaac,21,AA,TBR,1B,201.8,45,390,469,71,34
Kane Kepley,21,A,CHC,OF,204.25,78,136,494,,109
Emil Morales,18,A,LAD,SS,207.25,4,568,89,,168
Kyle DeBarge,21,A+,MIN,2B,208.2,262,87,115,197,380
Slade Caldwell,19,A+,ARI,CF,208.6,50,474,183,67,269
Wilder Dalis,18,A,COL,3B,211.25,83,470,150,,142
Welbyn Francisca,19,A,CLE,SS,216.6,276,86,267,273,181
Gabriel Rincones Jr.,24,AAA,PHI,RF,218.4,240,223,237,277,115
Andres Valor,19,A,MIA,CF,218.6,194,24,172,377,326
Edwin Arroyo,21,AA,CIN,SS,221.2,156,207,325,307,111
Randy Guzman,20,A,NYM,1B,221.75,217,170,337,,163
Miguel Bleis,21,AA,BOS,CF,222.2,408,143,111,147,302
Nick Yorke,23,MLB,PIT,2B,224.6,227,107,290,322,177
Cody Freeman,24,MLB,TEX,3B,225.4,112,191,149,173,502
Wyatt Sanford,19,A,PIT,SS,227,207,144,274,299,211
Duce Gourson,22,AA,PIT,2B,228,357,230,177,129,247
Marco Dinges,21,A+,MIL,DH,230.2,208,514,167,152,110
RJ Schreck,24,AAA,TOR,LF,231.4,252,289,264,199,153
Samuel Zavala,20,A+,CHW,CF,232.4,163,475,179,266,79
Matthew Etzel,23,AAA,MIA,LF,235.6,298,154,270,178,278
Yophery Rodriguez,19,A+,BOS,CF,240.2,124,433,308,191,145
Asbel Gonzalez,19,AA,KCR,CF,241,501,73,145,321,165
Nick Mitchell,21,A+,CLE,CF,242.2,405,125,315,115,251
Henry Godbout,21,A+,BOS,2B,248,125,,387,,232
Max Anderson,23,AAA,DET,2B,249.2,209,524,104,182,227
Nathan Church,24,MLB,STL,RF,250,171,167,217,159,536
Dillon Lewis,22,A+,MIA,CF,250.4,499,72,162,336,183
Jacob Melton,24,MLB,TBR,CF,250.75,82,38,669,,214
Tai Peete,19,A+,SEA,SS,251.2,349,155,66,365,321
Anthony Gutierrez,20,A+,TEX,CF,251.6,241,171,207,282,357
Wuilfredo Antunez,23,AA,CLE,RF,255.8,429,44,231,216,359
Angel Genao,21,AA,CLE,SS,259,244,453,335,132,131
Cooper Ingle,23,AAA,CLE,C,261.8,325,541,211,85,147
Victor Mesa Jr.,23,MLB,MIA,CF,265.2,89,405,390,150,292
Lisbel Diaz,19,A,SFG,RF,266.2,200,174,166,526,265
Elis Cuevas,20,A+,BAL,RF,266.8,423,186,298,167,260
James Tibbs III,22,AA,LAD,RF,268.4,192,574,120,179,277
Tyson Lewis,19,A,CIN,SS,269.5,383,158,187,,350
Callan Moss,21,A+,PIT,1B,269.6,224,455,151,306,212
Leonardo Bernal,21,AA,STL,C,270.2,220,685,117,122,207
Zac Veen,23,MLB,COL,LF,270.2,413,83,174,368,313
Marco Vargas,20,A+,NYM,2B,272.6,140,611,218,114,280
Allan Castro,22,AA,BOS,LF,273,270,337,330,172,256
Ty Southisene,19,A,CHC,SS,277.4,170,615,341,105,156
Patrick Clohisy,23,AA,ATL,CF,279,353,134,184,280,444
Cole Carrigg,23,AA,COL,CF,279.8,416,40,253,390,300
Yolfran Castillo,18,A,TEX,SS,280.25,132,77,372,,540
Derek Bernard,19,A,COL,LF,280.4,110,240,302,287,463
Nicolas Perez,20,A,LAD,SS,284.6,258,105,344,284,432
Miguel Caraballo,16,DSL,MIN,C,286,,,,,286
Axiel Plaz,19,A+,PIT,C,286.4,151,761,238,161,121
Eric Bitonti,19,A,MIL,3B,287.2,358,224,130,544,180
Sammy Stafura,20,A+,PIT,SS,289,481,142,194,204,424
Tommy Troy,23,AAA,ARI,SS,290.6,393,312,84,143,521
Ryan Ward,27,AAA,LAD,RF,292.5,571,204,235,,160
Thomas Sosa,20,AA,BAL,RF,295.8,210,553,317,124,275
Blake Burke,22,AA,MIL,1B,297.8,188,592,133,163,413
Brock Wilken,23,AA,MIL,3B,298.8,129,699,356,90,220
Victor Arias,21,AA,TOR,LF,298.8,191,658,210,217,218
Chase Jaworsky,20,A+,MIA,SS,300.6,435,232,345,215,276
Owen Carey,18,A,ATL,CF,301.6,168,441,291,399,209
Adrian Pinto,22,A+,TOR,2B,302.25,90,333,634,,152
Sterlin Thompson,24,AAA,COL,LF,302.4,502,194,262,272,282
Carson Roccaforte,23,AA,KCR,CF,303,354,172,154,222,613
Anthony Huezo,19,AAA,HOU,CF,303.5,213,391,37,,573
Diego Velasquez,21,AA,SFG,SS,303.6,164,614,293,137,310
Jean Carlos Sio,21,A+,SFG,3B,304,348,282,189,198,503
Jancel Villarroel,20,A+,HOU,C,304.2,450,383,175,186,327
Nathan Flewelling,18,A+,TBR,C,305.2,102,1059,185,58,122
Charles McAdoo,23,AA,TOR,3B,305.2,415,127,257,403,324
Mike Sirota,22,A+,LAD,CF,305.2,66,1031,229,88,112
Colby Thomas,24,MLB,ATH,LF,306,442,113,303,542,130
Gregory Barrios,21,AA,TBR,SS,306.2,337,78,322,212,582
Cody Miller,20,A+,ATL,3B,306.75,76,336,447,,368
Jaron Elkins,20,A,LAD,LF,307.8,223,41,152,410,713
Jackson Lovich,21,A,NYY,1B,312,,,,,312
Ethan Salas,19,AA,SDP,C,312.5,,485,,,140
Starlyn Nunez,19,A,BOS,3B,315.8,462,50,280,553,234
Jace Avina,22,AA,NYY,CF,316,281,570,306,195,228
Gavin Fien,18,A,WSN,SS,317,,,,,317
Emaarion Boyd,21,AA,MIA,CF,317.2,372,533,161,184,336
Drew Gilbert,24,MLB,SFG,CF,318.2,263,560,352,229,187
Brandon Butterworth,22,AA,BAL,SS,319,446,189,178,286,496
Cam Collier,20,AA,CIN,3B,320.6,71,1029,279,86,138
Will Bush,21,AA,HOU,C,320.6,314,725,138,82,344
Carson DeMartini,22,AA,PHI,3B,320.6,400,295,173,319,416
Cristian Hernandez,21,A+,MIA,SS,321.2,395,190,165,370,486
Braden Montgomery,22,AA,CHW,RF,323.4,378,447,228,245,319
Felnin Celesten,19,A+,SEA,SS,324.4,178,766,164,265,249
Bryce Rainer,19,A,DET,SS,326,97,689,414,,104
Carlos Jorge,21,A+,CIN,CF,326,487,238,244,364,297
Javier Mogollon,19,A,CHW,SS,327,454,91,532,358,200
A.J. Vukovich,23,AAA,ARI,LF,327.2,284,347,126,525,354
Juan Brito,23,AAA,CLE,2B,329,187,239,677,,213
Enrique Bradfield Jr.,23,AAA,BAL,CF,331.2,696,106,287,157,410
Junior Franco,22,AA,ARI,LF,331.6,444,253,297,223,441
Kyler Fedko,25,AAA,MIN,RF,333.6,461,184,327,330,366
Freili Encarnacion,20,A+,BOS,SS,338,330,499,122,294,445
Homer Bush Jr.,23,AA,TBR,CF,338.6,246,201,426,372,448
Luis Guevara,19,AA,BAL,SS,338.6666666666667,366,,504,,146
Angel Mateo,20,A+,TBR,RF,339.2,428,410,208,278,372
George Wolkow,19,A,CHW,RF,339.8,543,175,193,447,341
Boston Baro,20,A+,NYM,3B,340.2,247,344,371,363,376
Juan Matheus,21,A+,MIA,SS,342.8,367,146,224,243,734
Raudi Rodriguez,21,A,LAA,LF,344.6,397,104,206,641,375
Eli Willits,17,A,WSN,SS,344.75,123,656,468,,132
Ramon Ramirez,20,A,KCR,C,345.4,466,179,369,360,353
Felix Reyes,24,AAA,PHI,RF,348.8,230,56,440,151,867
Andrew Salas,17,A,MIA,SS,349.2,84,1082,249,121,210
Franyerber Montilla,20,A,DET,SS,349.8,273,76,434,441,525
Elijah Hainline,22,AAA,LAD,SS,352.4,488,690,69,61,454
Dillon Head,20,A+,MIA,CF,353.6,441,537,251,221,318
Keiner Delgado,21,A+,PIT,SS,354,385,587,160,257,381
Ian Lewis,22,A+,MIA,SS,354.4,554,99,400,388,331
Joshua Kuroda-Grauer,22,AAA,ATH,SS,355,469,326,273,190,517
Nick Becker,18,A,SEA,SS,355,,,,,355
Ronny Simon,25,MLB,PIT,2B,356.8,212,164,775,275,358
Khadim Diaw,21,A+,MIN,C,357,228,670,464,136,287
Hector Osorio,20,A,TEX,CF,357.8,410,437,485,269,188
Jace Jung,24,MLB,DET,3B,359,190,696,375,445,89
JD Dix,19,A,ARI,SS,361,114,849,258,213,371
Yonatan Henriquez,20,A+,NYM,3B,362.8,495,489,112,205,513
Marshall Toole,22,A,TBR,CF,363,532,23,465,412,383
Creed Willems,22,AA,BAL,C,364.2,401,709,214,249,248
Brian Sanchez,20,A,PIT,LF,364.2,158,389,436,449,389
Will Sanders,23,AAA,CHC,SP,365,,,,,365
Luke Stevenson,20,A,SEA,C,366.6666666666667,126,,678,,296
Lucas Spence,22,AA,HOU,CF,368.6000000000001,418,539,213,158,515
Jorge Quintana,18,A,SDP,SS,369.25,362,265,326,,524
Enrique Jimenez,19,A,MIN,C,371.25,22,985,223,,255
Geraldo Quintero,23,AA,ATL,LF,371.8,317,202,479,529,332
Sam Shaw,20,A+,TOR,2B,372.6,294,582,300,99,588
Jorbit Vivas,24,MLB,NYY,2B,373,302,221,594,281,467
Gerardo Rodriguez,19,A,BOS,C,373.5,225,495,422,,352
Edwin Amparo,20,A+,BAL,SS,373.6,434,187,376,396,475
Johanfran Garcia,20,A+,BOS,C,375,139,956,285,271,224
Petey Halpin,23,MLB,CLE,CF,377.25,267,254,,291,697
Dameury Pena,19,A,MIN,DH,377.4,345,669,246,343,284
Colton Ledbetter,23,AA,TBR,RF,379.6,315,161,424,536,462
Joendry Vargas,19,A,LAD,SS,380.25,259,54,804,,404
Logan Wagner,21,A+,LAD,1B,380.6,292,556,216,346,493
Andy Lugo,21,A+,MIN,LF,381.4,299,504,385,289,430
Tyler Black,24,MLB,MIL,DH,381.4,296,406,765,339,101
Ethan Anderson,21,AA,BAL,C,381.6,460,654,331,180,283
Santiago Figueroa,16,DSL,TBR,C,382,,,,,382
Nolan Sailors,21,A+,KCR,OF,382.75,352,180,670,,329
Jarret Whorff,26,AAA,MIN,P,384,,,,,384
Marco Luciano,23,MLB,NYY,SS,384,201,1008,110,423,178
John Peck,22,AA,DET,2B,384.6,341,468,200,417,497
Robert Calaz,19,A,COL,RF,385,205,586,394,570,170
Jonny Farmelo,20,A+,SEA,CF,385.25,359,258,691,,233
Johnathan Rodriguez,25,MLB,CLE,RF,387.4,250,416,809,427,35
Angel Feliz,18,A,WSN,SS,388,269,599,380,,304
Sean Keys,22,A+,TOR,3B,388.4,351,648,272,308,363
Eddys Leonard,24,AAA,DET,SS,389.25,493,,289,602,173
Milan Tolentino,23,AAA,CLE,SS,389.8,318,451,146,354,680
Christian MacLeod,25,AAA,MIN,P,394,,,,,394
Samuel Munoz,20,A+,LAD,RF,395,398,535,128,207,707
Ching-Hsien Ko,18,A,LAD,DH,395.25,260,959,225,,137
Kyle Bischoff,25,AAA,MIN,SP,396,,,,,396
Yordany De Los Santos,20,A+,PIT,SS,396.6,425,402,96,344,716
Eduardo Guerrero,20,AAA,LAD,2B,398,505,,384,74,629
Shay Whitcomb,26,MLB,HOU,3B,398,486,420,481,,205
Ryan Cesarini,22,A+,CLE,CF,398.2,692,234,358,304,403
Alejandro Nunez,20,A+,HOU,SS,398.2,424,169,212,545,641
Cutter Coffey,21,A+,TOR,3B,399.8,215,760,254,305,465
Rafael Flores,24,MLB,PIT,C,400.5,311,682,,416,193
Tommy White,22,AA,ATH,3B,401.4,519,340,252,254,642
Andrew Fischer,21,A+,MIL,3B,402,150,,587,,469
Victor Bericoto,23,AAA,SFG,1B,402.4,324,965,186,258,279
Angel Cepeda,19,A,CHC,SS,402.8,196,518,355,469,476
Gavin Conticello,22,AA,ARI,RF,403,598,373,250,323,471
Dylan Campbell,22,AA,PHI,RF,403.2,568,249,163,465,571
Luke Hill,21,A,CLE,3B,404,219,,593,,400
Victor Figueroa,21,A+,BAL,1B,405.6,544,799,197,316,172
Carter Trice,22,AA,CHC,1B,408.6,717,352,256,293,425
Yoeilin Cespedes,19,A,BOS,SS,409.8,507,290,320,687,245
Keith Jones II,23,AA,TEX,LF,413,464,375,339,267,620
Ricardo Olivar,23,AA,MIN,C,414.4,449,585,381,454,203
Capri Ortiz,20,A+,LAA,SS,414.6,287,342,347,342,755
Mac Horvath,23,A+,TBR,3B,417.6,561,121,346,652,408
Brennen Davis,25,AAA,NYY,DH,418.75,333,,785,393,164
Ethan Frey,21,A,HOU,OF,419.75,154,419,588,,518
Eduardo Beltre,18,A,MIN,RF,420.75,494,580,367,,242
Anthony Seigler,26,MLB,MIL,2B,421.4,309,231,803,317,447
Ely Brown,20,A,CHW,OF,422.75,432,314,568,,377
Jimmy Crooks,23,MLB,STL,C,423.4,254,812,261,500,290
Jay Thomason,23,A+,MIN,3B,424.4,871,49,586,279,337
Yandel Ricardo,18,A,KCR,SS,426,716,307,318,537,252
Yeremi Cabrera,19,A,WSN,CF,426.2,107,1615,142,192,75
Jose Fernandez,21,AA,ARI,SS,426.4,459,612,87,187,787
Ivan Luciano,18,A,ARI,C,428.5,,,495,,362
Griff O'Ferrall,22,AA,BAL,SS,430.4,676,308,263,176,729
Blake Mitchell,20,A+,KCR,C,430.8,321,588,641,311,293
Yassel Soler,19,A,ARI,3B,432.8,179,922,323,338,402
Izaac Pacheco,22,A+,DET,3B,434,148,886,312,398,426
Enmanuel Tejeda,20,A,NYY,3B,435.5,293,632,543,,274
Jhorman Bravo,17,DSL,BOS,SS,436,,,,,436
Jose Riera,17,DSL,CLE,SS,438,,,,,438
Ryan Vilade,26,MLB,CIN,LF,438.25,616,128,591,,418
Jack Goodman,21,A,DET,SS,438.6666666666667,128,,618,,570
Trevor Cohen,21,A,SFG,OF,440.75,268,400,683,,412
Manuel Davila,17,CPX,SDP,SP,442,,,,,442
Eduardo Garcia,22,AA,MIL,SS,447.4,589,284,135,332,897
Raylin Heredia,21,A+,PHI,RF,447.8,417,563,406,362,491
Narciso Polanco,20,A,TBR,2B,448.4,609,220,393,552,468
Christian Cerda,22,AA,ARI,C,448.8,591,963,171,210,309
Tavano Baker,18,CPX,BOS,CF,450,,,,,450
Enddy Azocar,18,A,BOS,LF,451,508,677,409,391,270
Rio Foster,22,A+,LAA,RF,451,255,822,458,260,460
Keaton Anthony,24,AAA,PHI,1B,451.2,376,542,619,236,483
Manuel Pena,21,AA,ARI,SS,451.6,411,790,144,240,673
Reed Trimble,25,AAA,BAL,RF,452.8,789,75,684,324,392
Luis Almeyda,19,A,BAL,SS,453.8,451,115,580,493,630
Yohandy Morales,23,AAA,WSN,1B,454.2,249,1074,198,452,298
Ethan Workinger,23,AA,ATL,LF,454.6,336,627,397,565,348
Jesus Hernandez,21,AA,MIA,SS,455.8,552,412,305,107,903
Brailer Guerrero,19,A,TBR,RF,456.6,236,775,663,298,311
Austin Machado,24,AA,ATL,C,458,,,,,458
Yasser Mercedes,20,A,MIN,CF,458.2,597,362,294,554,484
Jaison Chourio,20,A+,CLE,CF,458.6,368,853,596,238,238
Charlie Condon,22,AA,COL,LF,459.2,275,923,269,193,636
Phillip Glasser,25,AAA,WSN,2B,461.2,437,266,749,369,485
Ryan Spikes,22,AAA,TBR,SS,464.2,654,327,143,219,978
Danny De Andrade,21,A+,MIN,SS,464.4,556,305,416,502,543
Charles Davalan,21,A,LAD,OF,466,,,,,466
Arnaldo Lantigua,19,A,CIN,CF,466.75,471,666,271,,459
Bryan Ramos,23,MLB,CHW,3B,468.2,651,842,205,340,303
Kristian Robinson,24,AAA,ARI,RF,468.8,618,511,230,367,618
Thayron Liranzo,21,AA,DET,C,469.8,264,1032,471,438,144
Dustin Harris,25,MLB,CHW,DH,469.8,384,270,675,569,451
Jack Mathey,21,AAA,SDP,C,470,,,,,470
Yasmil Bucce,20,A+,BAL,C,470.6,456,1014,360,209,314
Andrew Pinckney,24,AAA,WSN,CF,472.6,582,830,209,437,305
Luke Cantwell,22,A+,SDP,1B,473,,,,,473
Luke Dickerson,19,A,WSN,SS,473.4,515,473,466,397,516
Eduardo Valencia,25,AAA,DET,C,473.4,265,1006,527,315,254
Leo De Vries,18,AA,ATH,SS,474.6,1,2336,15,15,6
Bryant Betancourt,21,AA,COL,C,475.8,234,1040,296,225,584
Omar Alfonzo,21,AA,PIT,C,475.8,391,1071,203,224,490
Parks Harber,23,A+,SFG,3B,476.4,342,876,467,495,202
Brendan Summerhill,21,A,TBR,OF,478,,,,,478
T.J. Rumfield,25,AAA,COL,1B,479,407,317,733,474,464
Ty Harvey,18,A,SDP,C,479,,,,,479
Anderson De Los Santos,21,A+,BAL,SS,480.4,389,643,443,310,617
Chris Newell,24,AA,LAD,LF,481,361,428,486,531,599
Kasen Wells,21,A+,SDP,CF,481.8,518,476,383,379,653
Bryan Rincon,21,A+,PHI,SS,483.4,595,417,455,301,649
Will Taylor,22,A+,PIT,CF,483.8,530,313,281,581,714
Ahbram Liendo,21,AA,BOS,2B,485.2,338,602,240,160,1086
Bob Seymour,26,MLB,TBR,1B,485.75,660,674,461,,148
Dakota Jordan,22,A,SFG,CF,486.8,363,118,405,710,838
Mitch Voit,20,A,NYM,2B,487.5,480,30,940,,500
Braedon Karpathios,22,AA,SDP,RF,487.6,274,953,241,239,731
Tim Elko,26,MLB,CHW,1B,488.25,711,361,536,,345
Luke Nowak,22,A,KCR,OF,492.5,266,650,503,,551
Seth Stephenson,24,AA,DET,CF,493.4,815,283,509,313,547
Echedry Vargas,20,A+,MIA,SS,494.4,523,395,723,559,272
Alfredo Alcantara,19,A,CIN,SS,499.5,242,884,233,,639
Cooper Kinney,22,AA,TBR,2B,500,283,819,439,507,452
Miguel Rodriguez,19,A,BAL,C,500,,834,,,166
Tyler Rodriguez,19,A,MIL,2B,500.8,672,892,480,270,190
Jose Anderson,18,A,MIL,CF,502,605,721,343,503,338
Kevyn Castillo,20,A,LAA,LF,502.4,305,687,756,357,407
Aiden Taurek,21,A,SEA,OF,503,313,219,736,,744
Victor Rodrigues,20,A,LAD,C,504,308,994,512,218,488
Andrew Quezada,28,AAA,COL,P,505,,,,,505
Jackson Strong,21,A+,DET,CF,505.2,355,549,278,405,939
Jo Oyama,24,AA,SEA,2B,506,,,,,506
Victor Labrada,25,AAA,SEA,LF,506,573,291,685,312,669
Braxton Fulford,26,MLB,COL,C,506.75,463,332,720,,512
Christian Franklin,25,AAA,WSN,RF,509.2,564,413,773,599,197
Starlyn Caba,19,A,MIA,SS,509.8,323,820,690,381,335
Rosman Verdugo,20,A+,SDP,3B,509.8,177,1088,301,374,609
Gage Miller,22,AA,MIA,2B,513.2,557,636,423,251,699
Ryan Burrowes,20,A+,CHW,SS,513.4,503,573,159,214,1118
Kyle Lodise,21,A+,CHW,SS,514.5,364,603,917,,174
